"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","ISSUEDDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","STATSCANADABUILDINGCODE","STATSCANADABUILDINGCODEDESC","STATSCANADAWORKCODE","STATSCANADAWORKCODEDESC","STATSCANADAUNITSCREATED","STATSCANADAUNITSLOST","BUILDINGAREAM2","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","CONSTRUCTIONVALUE"
"BP032739","BUILDING - HOMEOWNER","GARAGE-DET","COMPLETED","3/31/2025 12:00:00 AM","4/23/2025 12:00:00 AM","4/30/2025 12:00:00 AM","6/17/2026 12:00:00 AM","2035000150001","GARRY STATION","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","53.14000000","","15","LASALLE RD W","15 LASALLE RD W","1210758","3","13","PLAN 1210758 BLOCK 3 LOT 13","461201","61200.00000000"
"BP032740","BUILDING - HOMEOWNER","POOL","COMPLETED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","6/16/2025 12:00:00 AM","4015001980001","PARK MEADOWS","110","SINGLE HOUSE","14","SWIMMING POOL","","","","","198","EAGLE RD N","198 EAGLE RD N","7410532","24","53","PLAN 7410532 BLOCK 24 LOT 53","281319","8871.00000000"
"BP032741","BUILDING - HOMEOWNER","RENO","COMPLETED","3/31/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/2/2025 12:00:00 AM","8/5/2025 12:00:00 AM","1027033050001","LAKEVIEW","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","","","3305","LAKERIDGE BLVD S","3305 LAKERIDGE BLVD S","7006JK","9","20,21","PLAN 7006JK BLOCK 9 THE WESTERLY 2 FEET OF LOT 20 AND LOT 21","296271","4000.00000000"
"BP032742","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","4/1/2025 12:00:00 AM","9/11/2025 12:00:00 AM","1143026200001","DISCOVERY","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","154.00000000","","2620","43 ST S","2620 43 ST S","2410669","19","96","PLAN 2410669 BLOCK 19 LOT 96","477951","711233.50000000"
"BP032743","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","4/1/2025 12:00:00 AM","10/31/2025 12:00:00 AM","4009004130001","BLACKWOLF 2","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","140.10000000","","413","BLACKWOLF BLVD N","413 BLACKWOLF BLVD N","2310425","5","10","PLAN 2310425 BLOCK 5 LOT 10","477268","654720.48000000"
"BP032744","BUILDING - HOMEOWNER","UNCOVERED","CANCELLED","3/31/2025 12:00:00 AM","","","4/14/2025 12:00:00 AM","1143027020001","DISCOVERY","","","","","","","","","2702","43 ST S","2702 43 ST S","2210872","15","46","PLAN 2210872 BLOCK 15 LOT 46","476694","2888.64000000"
"BP032745","BUILDING - RESIDENTIAL","RENO","EXPIRED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","6/30/2025 12:00:00 AM","2026207080001","HERITAGE HEIGHTS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","708","HERITAGE BLVD W","708 HERITAGE BLVD W","9510653","8","2","PLAN 9510653 BLOCK 8 LOT 2","361413","22139.45000000"
"BP032746","BUILDING - RESIDENTIAL","RENO","COMPLETED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","7/18/2025 12:00:00 AM","2049801150001","GARRY STATION","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","115","NORTHLANDER BEND W","115 NORTHLANDER BEND W","1310147","1","15","PLAN 1310147 BLOCK 1 LOT 15","462031","11643.71000000"
"BP032747","BUILDING - RESIDENTIAL","RENO","EXPIRED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","7/15/2025 12:00:00 AM","2012200470001","INDIAN BATTLE HEIGHTS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","47","CHILCOTIN WAY W","47 CHILCOTIN WAY W","9811554","6","59","PLAN 9811554 BLOCK 6 LOT 59","372669","17240.87000000"
"BP032748","BUILDING - RESIDENTIAL","RENO","COMPLETED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","5/12/2025 12:00:00 AM","4035605000001","UPLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","500","LYNX CRES N","500 LYNX CRES N","0412170","19","112","PLAN 0412170 BLOCK 19 LOT 112","406948","11480.70000000"
"BP032749","BUILDING - RESIDENTIAL","RENO","COMPLETED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","5/2/2025 12:00:00 AM","4025200350001","BLACKWOLF 1","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","35","GREYWOLF RD N","35 GREYWOLF RD N","1513316","10","9","PLAN 1513316 BLOCK 10 LOT 9","465133","40511.26000000"
"BP032750","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/31/2025 12:00:00 AM","4/1/2025 12:00:00 AM","4/1/2025 12:00:00 AM","10/29/2025 12:00:00 AM","1144031130001","DISCOVERY","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","131.92000000","","3113","44 ST S","3113 44 ST S","2210098","19","24","PLAN 2210098 BLOCK 19 LOT 24","476398","666058.66000000"
"BP032751","BUILDING - RESIDENTIAL","RENO","COMPLETED","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","3/31/2025 12:00:00 AM","4/17/2025 12:00:00 AM","2023001030001","COUNTRY MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","103","GOLDENROD RD W","103 GOLDENROD RD W","2110616","4","109","PLAN 2110616 BLOCK 4 LOT 109","475740","16222.50000000"
"BP032752","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/31/2025 12:00:00 AM","4/3/2025 12:00:00 AM","4/8/2025 12:00:00 AM","11/6/2025 12:00:00 AM","1014002350001","GLENDALE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","203.09000000","","235","DIEPPE BLVD S","235 DIEPPE BLVD S","2311320","5","43","PLAN 2311320 BLOCK 5 LOT 43","477443","610301.04000000"
"BP032753","BUILDING - HOMEOWNER","UNCOVERED","COMPLETED","3/31/2025 12:00:00 AM","4/1/2025 12:00:00 AM","4/1/2025 12:00:00 AM","7/25/2025 12:00:00 AM","2022900370001","COUNTRY MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","11.15000000","","37","GOLDENROD PL W","37 GOLDENROD PL W","2210516","4","110","PLAN 2210516 BLOCK 4 LOT 110","476520","5097.60000000"
"BP032754","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","4/1/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/4/2025 12:00:00 AM","11/10/2025 12:00:00 AM","2082507650001","RIVERSTONE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","77.11000000","","765","RIVERHILLS LANDNG W","765 RIVERHILLS LANDNG W","1810696","30","15","PLAN 1810696 BLOCK 30 LOT 15","472172","57411.10000000"
"BP032755","BUILDING - HOMEOWNER","NEW 1 UNIT","COMPLETED","4/1/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/28/2025 12:00:00 AM","6/22/2026 12:00:00 AM","1109009690001","FLEETWOOD","330","ROW / CARRIAGE HOUSE","15","GARAGE & CARPORT","1.00000000","","93.57000000","","969","9 ST S","969 9 ST S","6283S","21","36,37","PLAN 6283S BLOCK 21 LOTS 36 AND 37","219943","625121.28000000"
"BP032756","BUILDING - COMMERCIAL","RENO","COMPLETED","4/1/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/22/2025 12:00:00 AM","6/10/2025 12:00:00 AM","2014001700001","VARSITY VILLAGE","540","RESTAURANT / BAR","03","ALTERATIONS/IMPROVEMENTS","","","","","148","COLUMBIA BLVD W","148 COLUMBIA BLVD W","","","","","458001","121085.00000000"
"BP032757","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/1/2025 12:00:00 AM","4/29/2025 12:00:00 AM","4/29/2025 12:00:00 AM","6/30/2026 12:00:00 AM","1043406800001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","189.99000000","","680","SIXMILE CRES S","680 SIXMILE CRES S","1710554","34","9","PLAN 1710554 BLOCK 34 LOT 9","469830","736854.98000000"
"BP032758","BUILDING - HOMEOWNER","ADDITION","COMPLETED","4/1/2025 12:00:00 AM","4/10/2025 12:00:00 AM","4/14/2025 12:00:00 AM","10/20/2025 12:00:00 AM","4213022060001","WINSTON CHURCHILL","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","77.30000000","","2206","13 AVE N","2206 13 AVE N","317HU","1","1","PLAN 317HU BLOCK 1 LOT 1","347245","217817.60000000"
"BP032759","BUILDING - RESIDENTIAL","NEW 4 UNIT","IN-PROGRESS","4/1/2025 12:00:00 AM","4/9/2025 12:00:00 AM","5/2/2025 12:00:00 AM","","2009203770001","PARADISE CANYON","310","APARTMENT / TRIPLEX / UP DOWN DUPLEX","01","NEW CONSTRUCTION","4.00000000","","332.40000000","","377","CANYON BLVD W","377 CANYON BLVD W","9111316","9","9","PLAN 9111316 BLOCK 9 LOT 9","405429","1668082.50000000"
"BP032760","BUILDING - HOMEOWNER","GARAGE-DET","COMPLETED","4/1/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","12/5/2025 12:00:00 AM","4206118380001","WESTMINSTER","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","53.51000000","","1838","6A AVE N","1838 6A AVE N","3842S","","103,104","PLAN 3842S LOT 103 AND THE WEST HALF OF LOT 104","320722","61200.00000000"
"BP032761","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/2/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/3/2025 12:00:00 AM","4/7/2025 12:00:00 AM","2052113180001","GARRY STATION","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1318","PACIFIC CIR W","1318 PACIFIC CIR W","1910885","1","120","PLAN 1910885 BLOCK 1 LOT 120","473429","24000.00000000"
"BP032762","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/2/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/22/2025 12:00:00 AM","1108009380001","FLEETWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","","","938","8 ST S","938 8 ST S","6283S","19","18,19","PLAN 6283S BLOCK 19 LOTS 18 AND 19","303173","16000.00000000"
"BP032763","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/2/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/3/2025 12:00:00 AM","4/15/2025 12:00:00 AM","2013400740001","RIDGEWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","","","74","COACHWOOD RD W","74 COACHWOOD RD W","8710990","8","15","PLAN 8710990 BLOCK 8 LOT 15","211956","33000.00000000"
"BP032764","BUILDING - COMMERCIAL","ADDITION","CANCELLED","4/2/2025 12:00:00 AM","4/17/2025 12:00:00 AM","","5/22/2025 12:00:00 AM","4212030050001","CHURCHILL INDUSTRIAL PARK","572","SERVICE,REPAIR GARAGE","02","ADDITION TO EXISTING","","","168.30000000","","3005","12 AVE N","3005 12 AVE N","8010736","6","18","PLAN 8010736 BLOCK 6 LOT 18","251072","405000.00000000"
"BP032765","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/2/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/16/2025 12:00:00 AM","1046028390001","HENDERSON LAKE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","2839","PARKSIDE DR S","2839 PARKSIDE DR S","1531EG","1","9,10","PLAN LETHBRIDGE PARKSIDE DRIVE 1531EG BLOCK ONE (1) THE EAST HALF OF LOT NINE (9) AND ALL OF LOT TEN (10)","206076","8000.00000000"
"BP032766","BUILDING - HOMEOWNER","GARAGE-DET","COMPLETED","4/2/2025 12:00:00 AM","4/2/2025 12:00:00 AM","4/3/2025 12:00:00 AM","10/1/2025 12:00:00 AM","4042500170001","PARK MEADOWS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","73.58000000","","17","ORIOLE RD N","17 ORIOLE RD N","7410532","27","27","PLAN 7410532 BLOCK 27 LOT 27","281123","84150.00000000"
"BP032767","BUILDING - HOMEOWNER","GARAGE-DET","COMPLETED","4/2/2025 12:00:00 AM","4/4/2025 12:00:00 AM","4/4/2025 12:00:00 AM","12/22/2025 12:00:00 AM","2026205870001","HERITAGE HEIGHTS","110","SINGLE HOUSE","12","INSTALLATION OF A PRE-FAB BLDG","","","14.80000000","","587","HERITAGE BLVD W","587 HERITAGE BLVD W","0012830","7","57","PLAN 0012830 BLOCK 7 LOT 57","383610","17000.00000000"
"BP032768","BUILDING - RESIDENTIAL","POOL","COMPLETED","4/2/2025 12:00:00 AM","4/3/2025 12:00:00 AM","4/3/2025 12:00:00 AM","8/18/2025 12:00:00 AM","1225045770001","DISCOVERY","110","SINGLE HOUSE","14","SWIMMING POOL","","","0.00000000","","4577","25 AVE S","4577 25 AVE S","2010522","19","19","PLAN 2010522 BLOCK 19 LOT 19","474919","8871.00000000"
"BP032769","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/2/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","8/12/2025 12:00:00 AM","4112311060001","ST EDWARDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","9.29000000","","1106","12C ST N","1106 12C ST N","4863IA","2","9","PLAN 4863IA BLOCK 2 LOT 9","312833","2500.00000000"
"BP032770","BUILDING - COMMERCIAL","RENO","COMPLETED","4/3/2025 12:00:00 AM","4/30/2025 12:00:00 AM","5/1/2025 12:00:00 AM","5/1/2025 12:00:00 AM","1040038231001","SOUTHGATE","512","RETAIL COMPLEX","03","ALTERATIONS/IMPROVEMENTS","","","","10","3829","MAYOR MAGRATH DR S","10-3829 MAYOR MAGRATH DR S","","","","","464221","80000.00000000"
"BP032771","BUILDING - COMMERCIAL","RENO","COMPLETED","4/3/2025 12:00:00 AM","4/3/2025 12:00:00 AM","4/9/2025 12:00:00 AM","5/9/2025 12:00:00 AM","2001701102001","THE CROSSINGS","540","RESTAURANT / BAR","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","10","8","AQUITANIA BLVD W","10-8 AQUITANIA BLVD W","1710376","","","","469875","3777.00000000"
"BP032772","BUILDING - RESIDENTIAL","UNCOVERED","COMPLETED","4/3/2025 12:00:00 AM","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","5/12/2025 12:00:00 AM","2047503860001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","13.40000000","","386","MINERS CHASE W","386 MINERS CHASE W","1811604","30","26","PLAN 1811604 BLOCK 30 LOT 26","472527","6117.12000000"
"BP032773","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","4/3/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/10/2025 12:00:00 AM","10/2/2025 12:00:00 AM","2001503830001","THE CROSSINGS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","42.36000000","","383","CALEDONIA BLVD W","383 CALEDONIA BLVD W","1912422","13","25","PLAN 1912422 BLOCK 13 LOT 25","474520","48450.00000000"
"BP032774","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/3/2025 12:00:00 AM","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","2/27/2026 12:00:00 AM","1144031170001","DISCOVERY","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","127.74000000","","3117","44 ST S","3117 44 ST S","2210098","19","25","PLAN 2210098 BLOCK 19 LOT 25","476399","633124.70000000"
"BP032775","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/3/2025 12:00:00 AM","4/3/2025 12:00:00 AM","4/7/2025 12:00:00 AM","12/16/2025 12:00:00 AM","4009502240001","BLACKWOLF 1","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","101.82000000","","224","BLACKWOLF PL N","224 BLACKWOLF PL N","2211257","16","10","PLAN 2211257 BLOCK 16 LOT 10","476832","537722.46000000"
"BP032776","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/3/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/15/2025 12:00:00 AM","1206112420001","LONDON ROAD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1242","6A AVE S","1242 6A AVE S","6561HD","1","1","PLAN 6561HD BLOCK 1 LOT 1","299638","14000.00000000"
"BP032777","BUILDING - HOMEOWNER","UNCOVERED","EXPIRED","4/3/2025 12:00:00 AM","4/15/2025 12:00:00 AM","5/12/2025 12:00:00 AM","1/16/2026 12:00:00 AM","4009502250001","BLACKWOLF 1","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","13.38000000","","225","BLACKWOLF PL N","225 BLACKWOLF PL N","2211257","16","21","PLAN 2211257 BLOCK 16 LOT 21","476843","6117.12000000"
"BP032778","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","5/1/2025 12:00:00 AM","4114019240001","WINSTON CHURCHILL","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1924","14 ST N","1924 14 ST N","7510919","8","10","PLAN 7510919 BLOCK 8 LOT 10","277049","39901.31000000"
"BP032779","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","4/4/2025 12:00:00 AM","5/1/2025 12:00:00 AM","5/1/2025 12:00:00 AM","8/15/2025 12:00:00 AM","4219015050001","WINSTON CHURCHILL","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","44.60000000","","1505","19 AVE N","1505 19 AVE N","7510919","7","13","PLAN 7510919 BLOCK 7 LOT 13","275880","51000.00000000"
"BP032780","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/8/2025 12:00:00 AM","1/19/2026 12:00:00 AM","4009004010001","BLACKWOLF 2","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","145.11000000","","401","BLACKWOLF BLVD N","401 BLACKWOLF BLVD N","2310425","5","13","PLAN 2310425 BLOCK 5 LOT 13","477271","709925.16000000"
"BP032781","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/9/2025 12:00:00 AM","10/30/2025 12:00:00 AM","4009802420001","BLACKWOLF 2","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","1597.00000000","","242","CARIBOU WAY N","242 CARIBOU WAY N","2310425","7","12","PLAN 2310425 BLOCK 7 LOT 12","477296","524588.26000000"
"BP032782","BUILDING - RESIDENTIAL","RENO","CANCELLED","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","5/29/2025 12:00:00 AM","1211017130001","VICTORIA PARK","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1713","11 AVE S","1713 11 AVE S","632S","H","32,33","PLAN 632S BLOCK H LOTS 32 AND 33","342422","11000.00000000"
"BP032783","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","5/22/2025 12:00:00 AM","2009200400001","PARADISE CANYON","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","40","CANYON BLVD W","40 CANYON BLVD W","9910730","10","6","PLAN 9910730 BLOCK 10 LOT 6","375987","36062.07000000"
"BP032784","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","11/24/2025 12:00:00 AM","4009100471001","BLACKWOLF 1","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","47","BLACKWOLF BAY N","47 BLACKWOLF BAY N","1511956","8","73","PLAN 1511956 BLOCK 8 LOT 73","464725","54766.13000000"
"BP032785","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","6/17/2025 12:00:00 AM","4007200090001","UPLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","9","BLUEFOX PL N","9 BLUEFOX PL N","8810891","3","54","PLAN 8810891 BLOCK 3 LOT 54","214742","28043.31000000"
"BP032786","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/4/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","9/23/2025 12:00:00 AM","4015000540001","PARK MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","54","EAGLE RD N","54 EAGLE RD N","7410532","24","89","PLAN 7410532 BLOCK 24 LOT 89","223681","40977.69000000"
"BP032787","BUILDING - HOMEOWNER","DECK","EXPIRED","4/5/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/17/2025 12:00:00 AM","5/8/2026 12:00:00 AM","4009502210001","BLACKWOLF 1","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","10.03000000","","221","BLACKWOLF PL N","221 BLACKWOLF PL N","2211257","16","22","PLAN 2211257 BLOCK 16 LOT 22","476844","33864.78000000"
"BP032788","BUILDING - COMMERCIAL","ADDITION","COMPLETED","4/7/2025 12:00:00 AM","5/2/2025 12:00:00 AM","5/20/2025 12:00:00 AM","1/7/2026 12:00:00 AM","2013502301001","COPPERWOOD","620","ELEMENTARY SCHOOL","02","ADDITION TO EXISTING","2.00000000","","247.00000000","","230","COALBANKS BLVD W","230 COALBANKS BLVD W","1911484","1","27SR","PLAN 1911484 BLOCK 1 LOT 27SR (SCHOOL RESERVE)","473686","634538.00000000"
"BP032789","BUILDING - COMMERCIAL","RENO","COMPLETED","4/7/2025 12:00:00 AM","5/26/2025 12:00:00 AM","6/18/2025 12:00:00 AM","9/5/2025 12:00:00 AM","1115004330001","UPPER EASTSIDE","620","ELEMENTARY SCHOOL","03","ALTERATIONS/IMPROVEMENTS","","","3617.00000000","","1515","5 AVE S","1515 5 AVE S","","","","","456270","1681322.51000000"
"BP032790","BUILDING - COMMERCIAL","RENO","COMPLETED","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","5/6/2025 12:00:00 AM","6/10/2025 12:00:00 AM","4224040150001","CHURCHILL INDUSTRIAL PARK","510","RETAIL / WHOLESALE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","4015","24 AVE N","4015 24 AVE N","7710884","5","4","PLAN 7710884 BLOCK 5 LOT 4 EXCEPTING THEREOUT: PLAN               NUMBER        HECTARES  ACRES  MORE OR LESS SUBDIVISION        1213340         0.405    1.00","461930","60000.00000000"
"BP032791","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/7/2025 12:00:00 AM","4/9/2025 12:00:00 AM","4/23/2025 12:00:00 AM","2/4/2026 12:00:00 AM","2014301200001","THE CANYONS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","223.48000000","","2","CANYON CREEK MANOR W","2 CANYON CREEK MANOR W","1910888","17","1","PLAN 1910888 BLOCK 17 LOT 1","473444","805907.02000000"
"BP032792","BUILDING - HOMEOWNER","GARAGE-DET","COMPLETED","4/7/2025 12:00:00 AM","4/7/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/29/2025 12:00:00 AM","4074506190001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","40.88000000","","619","FLORENCE HO LEONG CRES N","619 FLORENCE HO LEONG CRES N","0712108","9","3","PLAN 0712108 BLOCK 9 LOT 3","452831","46750.00000000"
"BP032793","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/7/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/10/2025 12:00:00 AM","2/11/2026 12:00:00 AM","2082705560001","RIVERSTONE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","196.86000000","","556","RIVERHILLS WAY W","556 RIVERHILLS WAY W","1810696","31","13","PLAN 1810696 BLOCK 31 LOT 13","472154","554357.25000000"
"BP032794","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","4/7/2025 12:00:00 AM","4/9/2025 12:00:00 AM","4/9/2025 12:00:00 AM","7/9/2025 12:00:00 AM","1015510250001","LAKEVIEW","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","53.51000000","","1025","ELLIOT RD S","1025 ELLIOT RD S","51LK","15","3","PLAN 51LK BLOCK 15 LOT 3","286611","61200.00000000"
"BP032795","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","5/23/2025 12:00:00 AM","2064202440001","WEST HIGHLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","244","TARTAN CIR W","244 TARTAN CIR W","0710231","8","141","PLAN 0710231 BLOCK 8 LOT 141","452285","14972.61000000"
"BP032796","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","5/2/2025 12:00:00 AM","2020800760001","RIDGEWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","76","EDGEWOOD BLVD W","76 EDGEWOOD BLVD W","8710990","6","59","PLAN 8710990 BLOCK 6 LOT 59","221350","15865.50000000"
"BP032797","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","7/10/2025 12:00:00 AM","4050015920003","STAFFORD MANOR","335","ROW HOUSE CONDO","03","ALTERATIONS/IMPROVEMENTS","","","55.74000000","3","1592","STAFFORD DR N","3-1592 STAFFORD DR N","1910247","","7","CONDOMINIUM PLAN 1910247 UNIT 7","473119","41502.00000000"
"BP032798","BUILDING - COMMERCIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/24/2025 12:00:00 AM","12/15/2025 12:00:00 AM","1202034250001","WT HILL BUSINESS PARK","520","OFFICE BLDG","03","ALTERATIONS/IMPROVEMENTS","","","3236.00000000","","3425","2 AVE S","3425 2 AVE S","9910304","1","3","PLAN 9910304 BLOCK 1 LOT 3","375693","1944363.73000000"
