"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","DECISIONDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","UNITSCREATED"
"CMP01987","COMPLIANCE","NEW","COMPLETED","2/22/2010 12:00:00 AM","","2/22/2010 12:00:00 AM","2/22/2010 12:00:00 AM","4108008140001","SENATOR BUCHANAN","","814","8 ST N","814 8 ST N","3998HT","2","12","PLAN 3998HT BLOCK 2 LOT 12","251940",""
"CMP01988","COMPLIANCE","NEW","COMPLETED","2/22/2010 12:00:00 AM","","2/22/2010 12:00:00 AM","2/22/2010 12:00:00 AM","2013501720001","COPPERWOOD","","172","COALBANKS BLVD W","172 COALBANKS BLVD W","0814635","13","11","PLAN 0814635 BLOCK 13 LOT 11","455752",""
"CMP01989","COMPLIANCE","NEW","COMPLETED","2/22/2010 12:00:00 AM","","2/22/2010 12:00:00 AM","2/22/2010 12:00:00 AM","4074507240001","LEGACY RIDGE / HARDIEVILLE","","724","FLORENCE HO LEONG CRES N","724 FLORENCE HO LEONG CRES N","0712108","8","15","PLAN 0712108 BLOCK 8 LOT 15","452801",""
"CMP01990","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","1119009210001","VICTORIA PARK","","921","19 ST S","921 19 ST S","2697GE","1","11,12","PLAN 2697GE BLOCK 1 LOTS 11 AND 12","200084",""
"CMP01991","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/23/2010 12:00:00 AM","2/23/2010 12:00:00 AM","2084502460001","RIVERSTONE","","246","RIVERSTONE BLVD W","246 RIVERSTONE BLVD W","0710647","19","6","PLAN 0710647 BLOCK 19 LOT 6","452628",""
"CMP01992","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/23/2010 12:00:00 AM","2/23/2010 12:00:00 AM","2086001060001","RIVERSTONE","","106","STONECREST PT W","106 STONECREST PT W","0815581","20","44","PLAN 0815581 BLOCK 20 LOT 44","456227",""
"CMP01993","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/23/2010 12:00:00 AM","2/23/2010 12:00:00 AM","4035603840001","UPLANDS","","384","LYNX CRES N","384 LYNX CRES N","0412162","19","83","PLAN 0412162 BLOCK 19 LOT 83","406542",""
"CMP01994","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/23/2010 12:00:00 AM","2/23/2010 12:00:00 AM","2084002730001","RIVERSTONE","","273","RIVERPARK BLVD W","273 RIVERPARK BLVD W","0715805","8","82","PLAN 0715805 BLOCK 8 LOT 82","454030",""
"CMP01995","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","2066002420001","SUNRIDGE","","242","MT SUNDANCE CRES W","242 MT SUNDANCE CRES W","0812285","8","22","PLAN 0812285 BLOCK 8 LOT 22","455090",""
"CMP01996","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","2/23/2010 12:00:00 AM","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","4076900230001","LEGACY RIDGE / HARDIEVILLE","","23","JESSIE URSENBACH WAY N","23 JESSIE URSENBACH WAY N","0715448","6","25","PLAN 0715448 BLOCK 6 LOT 25","453750",""
"CMP01997","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","2066400150001","SUNRIDGE","","15","MT SUNDANCE RD W","15 MT SUNDANCE RD W","0812285","6","35","PLAN 0812285 BLOCK 6 LOT 35","455053",""
"CMP01998","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","4078004790001","LEGACY RIDGE / HARDIEVILLE","","479","LETTICE PERRY RD N","479 LETTICE PERRY RD N","0613894","1","8","PLAN 0613894 BLOCK 1 LOT 8","425778",""
"CMP01999","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","4080604220001","LEGACY RIDGE / HARDIEVILLE","","422","MARY CAMERON CRES N","422 MARY CAMERON CRES N","0715448","2","77","PLAN 0715448 BLOCK 2 LOT 77","453721",""
"CMP02000","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2013501800001","COPPERWOOD","","180","COALBANKS BLVD W","180 COALBANKS BLVD W","0814635","13","13","PLAN 0814635 BLOCK 13 LOT 13","455754",""
"CMP02001","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2013501760001","COPPERWOOD","","176","COALBANKS BLVD W","176 COALBANKS BLVD W","0814635","13","12","PLAN 0814635 BLOCK 13 LOT 12","455753",""
"CMP02002","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2060307740001","COPPERWOOD","","774","SILKSTONE CLOSE W","774 SILKSTONE CLOSE W","0814784","9","11","PLAN 0814784 BLOCK 9 LOT 11","456028",""
"CMP02003","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2060307760001","COPPERWOOD","","776","SILKSTONE CLOSE W","776 SILKSTONE CLOSE W","0814784","9","12","PLAN 0814784 BLOCK 9 LOT 12","456029",""
"CMP02004","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1205012760001","LONDON ROAD","","1276","5 AVE S","1276 5 AVE S","1354C","","34-36","PLAN 1354C LOTS 34 TO 36 INCLUSIVE","335436",""
"CMP02005","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","4112307190001","SENATOR BUCHANAN","","719","12C ST N","719 12C ST N","406R","162","32,33","PLAN 406R BLOCK 162 LOTS 32 AND 33","344263",""
"CMP02006","COMPLIANCE","NEW","COMPLETED","2/23/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","2062805170001","INDIAN BATTLE HEIGHTS","","517","SQUAMISH LANE W","517 SQUAMISH LANE W","0311012","13","110","PLAN 0311012 BLOCK 13 LOT 110","399927",""
"CMP02007","COMPLIANCE","NEW","COMPLETED","2/24/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","4119024300001","WINSTON CHURCHILL","","2430","19 ST N","2430 19 ST N","7510500","12","48","PLAN 7510500 BLOCK 12 THE SOUTH HALF OF LOT 48","278421",""
"CMP02008","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1043701910001","SOUTHGATE","","191","SIXMILE RIDGE S","191 SIXMILE RIDGE S","0814675","24","53","PLAN 0814675 BLOCK 24 LOT 53","455910",""
"CMP02009","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","2022704010001","COPPERWOOD","","401","FIRELIGHT PT W","401 FIRELIGHT PT W","0714402","10","10","PLAN 0714402 BLOCK 10 LOT 10","453248",""
"CMP02010","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","2009600100001","PARADISE CANYON","","10","CANYON GREEN W","10 CANYON GREEN W","9111316","9","35","PLAN 9111316 BLOCK 9 LOT 35","303250",""
"CMP02011","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","4118025090001","WINSTON CHURCHILL","","2509","18 ST N","2509 18 ST N","7410364","12","85","PLAN 7410364 BLOCK 12 LOT 85","222267",""
"CMP02012","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2084002680001","RIVERSTONE","","268","RIVERPARK BLVD W","268 RIVERPARK BLVD W","0715805","15","6","PLAN 0715805 BLOCK 15 LOT 6","454010",""
"CMP02013","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005070001","GLENDALE","","507","LEASIDE AVE S","507 LEASIDE AVE S","0913105","19","147","PLAN 0913105 BLOCK 19 LOT 147","457976",""
"CMP02014","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005110001","GLENDALE","","511","LEASIDE AVE S","511 LEASIDE AVE S","0913105","19","148","PLAN 0913105 BLOCK 19 LOT 148","457647",""
"CMP02015","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005130001","GLENDALE","","513","LEASIDE AVE S","513 LEASIDE AVE S","0913105","19","149","PLAN 0913105 BLOCK 19 LOT 149","457648",""
"CMP02016","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005170001","GLENDALE","","517","LEASIDE AVE S","517 LEASIDE AVE S","0913105","19","150","PLAN 0913105 BLOCK 19 LOT 150","457649",""
"CMP02017","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005190001","GLENDALE","","519","LEASIDE AVE S","519 LEASIDE AVE S","0913105","19","151","PLAN 0913105 BLOCK 19 LOT 151","457650",""
"CMP02018","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005230001","GLENDALE","","523","LEASIDE AVE S","523 LEASIDE AVE S","0913105","19","152","PLAN 0913105 BLOCK 19 LOT 152","457651",""
"CMP02019","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005250001","GLENDALE","","525","LEASIDE AVE S","525 LEASIDE AVE S","0913105","19","153","PLAN 0913105 BLOCK 19 LOT 153","457652",""
"CMP02020","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005290001","GLENDALE","","529","LEASIDE AVE S","529 LEASIDE AVE S","0913105","19","154","PLAN 0913105 BLOCK 19 LOT 154","457653",""
"CMP02021","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005310001","GLENDALE","","531","LEASIDE AVE S","531 LEASIDE AVE S","0913105","19","155","PLAN 0913105 BLOCK 19 LOT 155","457654",""
"CMP02022","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005350001","GLENDALE","","535","LEASIDE AVE S","535 LEASIDE AVE S","0913105","19","156","PLAN 0913105 BLOCK 19 LOT 156","457655",""
"CMP02023","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005370001","GLENDALE","","537","LEASIDE AVE S","537 LEASIDE AVE S","0913105","19","157","PLAN 0913105 BLOCK 19 LOT 157","457656",""
"CMP02024","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005410001","GLENDALE","","541","LEASIDE AVE S","541 LEASIDE AVE S","0913105","19","158","PLAN 0913105 BLOCK 19 LOT 158","457657",""
"CMP02025","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005430001","GLENDALE","","543","LEASIDE AVE S","543 LEASIDE AVE S","0913105","19","159","PLAN 0913105 BLOCK 19 LOT 159","457658",""
"CMP02026","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1038005470001","GLENDALE","","547","LEASIDE AVE S","547 LEASIDE AVE S","0913105","19","160","PLAN 0913105 BLOCK 19 LOT 160","457659",""
"CMP02027","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","3/1/2010 12:00:00 AM","3/1/2010 12:00:00 AM","1038005490001","GLENDALE","","549","LEASIDE AVE S","549 LEASIDE AVE S","0913105","19","161","PLAN 0913105 BLOCK 19 LOT 161","457660",""
"CMP02028","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1119008030001","VICTORIA PARK","","803","19 ST S","803 19 ST S","1330GA","5","1","PLAN 1330GA BLOCK 5 LOT 1","213608",""
"CMP02029","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/25/2010 12:00:00 AM","2/25/2010 12:00:00 AM","4113023020001","ST EDWARDS","","2302","13 ST N","2302 13 ST N","7710206","6","10","PLAN 7710206 BLOCK 6 LOT 10","240698",""
"CMP02031","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2013516480001","COPPERWOOD","","1648","COALBANKS BLVD W","1648 COALBANKS BLVD W","0714402","5","43","PLAN 0714402 BLOCK 5 LOT 43","453206",""
"CMP02032","COMPLIANCE","NEW","COMPLETED","2/25/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2014005070001","VARSITY VILLAGE","","507","COLUMBIA BLVD W","507 COLUMBIA BLVD W","7710705","35","11","PLAN 7710705 BLOCK 35 LOT 11","267592",""
"CMP02033","COMPLIANCE","NEW","COMPLETED","2/26/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","1120009170001","VICTORIA PARK","","917","20 ST S","917 20 ST S","2697GE","4","11","PLAN 2697GE BLOCK 4 LOT 11","205964",""
"CMP02034","COMPLIANCE","NEW","COMPLETED","2/26/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2022801190001","COPPERWOOD","","119","FIRELIGHT WAY W","119 FIRELIGHT WAY W","0814827","10","57","PLAN 0814827 BLOCK 10 LOT 57","456093",""
"CMP02035","COMPLIANCE","NEW","COMPLETED","2/26/2010 12:00:00 AM","","2/26/2010 12:00:00 AM","2/26/2010 12:00:00 AM","2022800630001","COPPERWOOD","","63","FIRELIGHT WAY W","63 FIRELIGHT WAY W","0814827","10","43","PLAN 0814827 BLOCK 10 LOT 43","456079",""
"CMP02036","COMPLIANCE","NEW","COMPLETED","3/1/2010 12:00:00 AM","","3/1/2010 12:00:00 AM","3/1/2010 12:00:00 AM","4080604550001","LEGACY RIDGE / HARDIEVILLE","","455","MARY CAMERON CRES N","455 MARY CAMERON CRES N","0715448","6","19","PLAN 0715448 BLOCK 6 LOT 19","453744",""
"CMP02037","COMPLIANCE","NEW","COMPLETED","3/1/2010 12:00:00 AM","","3/1/2010 12:00:00 AM","3/1/2010 12:00:00 AM","2013501870001","COPPERWOOD","","187","COALBANKS BLVD W","187 COALBANKS BLVD W","0814635","4","44","PLAN 0814635 BLOCK 4 LOT 44","455818",""
"CMP02038","COMPLIANCE","NEW","COMPLETED","3/1/2010 12:00:00 AM","","3/1/2010 12:00:00 AM","3/1/2010 12:00:00 AM","2009210640001","PARADISE CANYON","","1064","CANYON BLVD W","1064 CANYON BLVD W","0712569","6","5","PLAN 0712569 BLOCK 6 LOT 5","452851",""
"CMP02039","COMPLIANCE","NEW","COMPLETED","3/2/2010 12:00:00 AM","","3/3/2010 12:00:00 AM","3/3/2010 12:00:00 AM","2015000010001","VARSITY VILLAGE","","1","CONCORDIA PL W","1 CONCORDIA PL W","7410379","1","50","PLAN 7410379 BLOCK 1 LOT 50","282418",""
"CMP02040","COMPLIANCE","NEW","COMPLETED","3/3/2010 12:00:00 AM","","3/3/2010 12:00:00 AM","3/3/2010 12:00:00 AM","4205126060001","MAJESTIC PLACE","","2606","5A AVE N","2606 5A AVE N","2896IB","10","5","PLAN 2896IB BLOCK 10 LOT 5","326868",""
"CMP02041","COMPLIANCE","NEW","COMPLETED","3/3/2010 12:00:00 AM","","3/3/2010 12:00:00 AM","3/3/2010 12:00:00 AM","1206005070001","DOWNTOWN","","507","6 AVE S","507 6 AVE S","4353S","54","29-34","PLAN 4353S BLOCK 54 LOTS 29 TO 34 INCLUSIVE","286135",""
"CMP02042","COMPLIANCE","NEW","COMPLETED","3/4/2010 12:00:00 AM","","3/4/2010 12:00:00 AM","3/4/2010 12:00:00 AM","4075103210001","LEGACY RIDGE / HARDIEVILLE","","321","HARU MORIYAMA PL N","321 HARU MORIYAMA PL N","0715555","5","24","PLAN 0715555 BLOCK 5 LOT 24","453855",""
"CMP02043","COMPLIANCE","NEW","COMPLETED","3/4/2010 12:00:00 AM","","3/4/2010 12:00:00 AM","3/4/2010 12:00:00 AM","2064201720001","WEST HIGHLANDS","","172","TARTAN CIR W","172 TARTAN CIR W","0612681","8","66","PLAN 0612681 BLOCK 8 LOT 66","423482",""
"CMP02044","COMPLIANCE","NEW","COMPLETED","3/4/2010 12:00:00 AM","","3/4/2010 12:00:00 AM","3/4/2010 12:00:00 AM","4205018150001","WESTMINSTER","","1815","5 AVE N","1815 5 AVE N","5347FV","","33","PLAN 5347FV LOT 33","244352",""
"CMP02045","COMPLIANCE","NEW","COMPLETED","3/4/2010 12:00:00 AM","","3/5/2010 12:00:00 AM","3/5/2010 12:00:00 AM","4208018110001","WESTMINSTER","","1811","8 AVE N","1811 8 AVE N","17AI","13","19,20","PLAN 17AI BLOCK 13 LOTS 19 AND 20","256413",""
"CMP02046","COMPLIANCE","NEW","COMPLETED","3/5/2010 12:00:00 AM","","3/5/2010 12:00:00 AM","3/5/2010 12:00:00 AM","2014002370001","VARSITY VILLAGE","","237","COLUMBIA BLVD W","237 COLUMBIA BLVD W","7510445","8","10","PLAN 7510445 BLOCK 8 LOT 10","277812",""
"CMP02047","COMPLIANCE","NEW","COMPLETED","3/5/2010 12:00:00 AM","","3/5/2010 12:00:00 AM","3/5/2010 12:00:00 AM","2026800080001","HERITAGE HEIGHTS","","8","HERITAGE PT W","8 HERITAGE PT W","0310354","10","27","PLAN 0310354 BLOCK 10 LOT 27","398135",""
"CMP02048","COMPLIANCE","NEW","COMPLETED","3/5/2010 12:00:00 AM","","3/5/2010 12:00:00 AM","3/5/2010 12:00:00 AM","1049037140001","REDWOOD","","3714","SPRUCE DR S","3714 SPRUCE DR S","7510156","13","21","PLAN 7510156 BLOCK 13 LOT 21","279884",""
"CMP02049","COMPLIANCE","NEW","COMPLETED","3/5/2010 12:00:00 AM","","3/5/2010 12:00:00 AM","3/5/2010 12:00:00 AM","2047000190001","VARSITY VILLAGE","","19","MT ROYAL PL W","19 MT ROYAL PL W","7710684","20","59","PLAN 7710684 BLOCK 20 LOT 59","269069",""
"CMP02050","COMPLIANCE","NEW","COMPLETED","3/5/2010 12:00:00 AM","","3/5/2010 12:00:00 AM","3/5/2010 12:00:00 AM","2028303330001","COPPERWOOD","","333","KEYSTONE LANE W","333 KEYSTONE LANE W","0814635","3","29","PLAN 0814635 BLOCK 3 LOT 29","455795",""
"CMP02051","COMPLIANCE","NEW","COMPLETED","3/5/2010 12:00:00 AM","","3/5/2010 12:00:00 AM","3/5/2010 12:00:00 AM","4214017050001","WINSTON CHURCHILL","","1705","14 AVE N","1705 14 AVE N","4420JK","7","2","PLAN 4420JK BLOCK 7 LOT 2","313813",""
"CMP02052","COMPLIANCE","NEW","COMPLETED","3/8/2010 12:00:00 AM","","3/8/2010 12:00:00 AM","3/8/2010 12:00:00 AM","4112206110001","SENATOR BUCHANAN","","611","12B ST N","611 12B ST N","0815300","156","48","PLAN 0815300 BLOCK 156 LOT 48","456176",""
"CMP02053","COMPLIANCE","NEW","COMPLETED","3/9/2010 12:00:00 AM","","3/9/2010 12:00:00 AM","3/9/2010 12:00:00 AM","2032000110001","INDIAN BATTLE HEIGHTS","","11","LAKHOTA CRES W","11 LAKHOTA CRES W","8210884","8","10","PLAN 8210884 BLOCK 8 LOT 10","235168",""
"CMP02054","COMPLIANCE","NEW","COMPLETED","3/9/2010 12:00:00 AM","","3/9/2010 12:00:00 AM","3/9/2010 12:00:00 AM","4080005980001","LEGACY RIDGE / HARDIEVILLE","","598","MARGARET SUTHERLAND CRES N","598 MARGARET SUTHERLAND CRES N","0715555","3","18","PLAN 0715555 BLOCK 3 LOT 18","453795",""
"CMP02055","COMPLIANCE","NEW","COMPLETED","3/9/2010 12:00:00 AM","","3/9/2010 12:00:00 AM","3/9/2010 12:00:00 AM","2061103700001","COPPERWOOD","","370","TWINRIVER RD W","370 TWINRIVER RD W","0914592","13","37","PLAN 0914592 BLOCK 13 LOT 37","457873",""
"CMP02056","COMPLIANCE","NEW","COMPLETED","3/9/2010 12:00:00 AM","","3/9/2010 12:00:00 AM","3/9/2010 12:00:00 AM","2028302860001","COPPERWOOD","","286","KEYSTONE LANE W","286 KEYSTONE LANE W","0613427","4","22","PLAN 0613427 BLOCK 4 LOT 22","425057",""
"CMP02057","COMPLIANCE","NEW","COMPLETED","3/9/2010 12:00:00 AM","","3/9/2010 12:00:00 AM","3/9/2010 12:00:00 AM","2010507120001","PARADISE CANYON","","712","CANYONVIEW CLOSE W","712 CANYONVIEW CLOSE W","0715980","4","20","PLAN 0715980 BLOCK 4 LOT 20","454085",""
"CMP02058","COMPLIANCE","NEW","COMPLETED","3/9/2010 12:00:00 AM","","3/9/2010 12:00:00 AM","3/9/2010 12:00:00 AM","2013516210001","COPPERWOOD","","1621","COALBANKS BLVD W","1621 COALBANKS BLVD W","0914086","12","62","PLAN 0914086 BLOCK 12 LOT 62","458114",""
"CMP02060","COMPLIANCE","NEW","COMPLETED","3/9/2010 12:00:00 AM","","3/10/2010 12:00:00 AM","3/10/2010 12:00:00 AM","2045002200001","VARSITY VILLAGE","","220","MCGILL BLVD W","220 MCGILL BLVD W","7610543","14","154A","PLAN 7610543 BLOCK 14 LOT 154A","273010",""
"CMP02061","COMPLIANCE","NEW","COMPLETED","3/10/2010 12:00:00 AM","","3/10/2010 12:00:00 AM","3/10/2010 12:00:00 AM","4080005440001","LEGACY RIDGE / HARDIEVILLE","","544","MARGARET SUTHERLAND CRES N","544 MARGARET SUTHERLAND CRES N","0715555","3","33","PLAN 0715555 BLOCK 3 LOT 33","453810",""
"CMP02062","COMPLIANCE","NEW","COMPLETED","3/10/2010 12:00:00 AM","","3/11/2010 12:00:00 AM","3/11/2010 12:00:00 AM","4076900110001","LEGACY RIDGE / HARDIEVILLE","","11","JESSIE URSENBACH WAY N","11 JESSIE URSENBACH WAY N","0715448","6","22","PLAN 0715448 BLOCK 6 LOT 22","453747",""
"CMP02063","COMPLIANCE","NEW","COMPLETED","3/11/2010 12:00:00 AM","","3/11/2010 12:00:00 AM","3/11/2010 12:00:00 AM","4113016060001","ST EDWARDS","","1606","13 ST N","1606 13 ST N","1094LK","7","18","PLAN LETHBRIDDGE 1094LK BLOCK SEVEN (7) THE SOUTH HALF OF LOT EIGHTEEN (18)","205047",""
"CMP02064","COMPLIANCE","NEW","COMPLETED","3/11/2010 12:00:00 AM","","3/11/2010 12:00:00 AM","3/11/2010 12:00:00 AM","1201010160001","UPPER EASTSIDE","","1016","1 AVE S","1016 1 AVE S","4353S","11","4-11","PLAN 4353S BLOCK 11 LOTS 4 TO 11 INCLUSIVE","458177",""
"CMP02065","COMPLIANCE","NEW","COMPLETED","3/11/2010 12:00:00 AM","","3/12/2010 12:00:00 AM","3/12/2010 12:00:00 AM","1215019060001","AGNES DAVIDSON","","1906","15 AVE S","1906 15 AVE S","1409HI","5","9","PLAN 1409HI BLOCK 5 LOT 9","245556",""
"CMP02066","COMPLIANCE","NEW","COMPLETED","3/11/2010 12:00:00 AM","","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","2058301590001","MOUNTAIN HEIGHTS","","159","MT RUNDLE RD W","159 MT RUNDLE RD W","9610967","13","13","PLAN 9610967 BLOCK 13 LOT 13","365459",""
"CMP02067","COMPLIANCE","NEW","COMPLETED","3/11/2010 12:00:00 AM","","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","2084002160001","RIVERSTONE","","216","RIVERPARK BLVD W","216 RIVERPARK BLVD W","0715805","22","4","PLAN 0715805 BLOCK 22 LOT 4","454021",""
"CMP02068","COMPLIANCE","NEW","COMPLETED","3/11/2010 12:00:00 AM","","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","4213022100001","WINSTON CHURCHILL","","2210","13 AVE N","2210 13 AVE N","317HU","1","2","PLAN 317HU BLOCK 1 LOT 2","347252",""
"CMP02069","COMPLIANCE","NEW","COMPLETED","3/12/2010 12:00:00 AM","","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","4082201790001","LEGACY RIDGE / HARDIEVILLE","","179","MILDRED DOBBS BLVD N","179 MILDRED DOBBS BLVD N","0612533","7","8","PLAN 0612533 BLOCK 7 LOT 8","422607",""
"CMP02070","COMPLIANCE","NEW","COMPLETED","3/12/2010 12:00:00 AM","","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","1113005190001","VICTORIA PARK","","519","13 ST S","519 13 ST S","4353S","122","39-41","PLAN 4353S BLOCK 122 THE NORTHERLY 3 FEET 6 INCHES OF LOT 39 AND ALL OF LOTS 40, 41","314926",""
"CMP02071","COMPLIANCE","NEW","COMPLETED","3/12/2010 12:00:00 AM","","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","4078100040001","LEGACY RIDGE / HARDIEVILLE","","4","LETTICE PERRY PL N","4 LETTICE PERRY PL N","0612518","5","2","PLAN 0612518 BLOCK 5 LOT 2","422138",""
"CMP02072","COMPLIANCE","NEW","COMPLETED","3/12/2010 12:00:00 AM","","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","2062806130001","INDIAN BATTLE HEIGHTS","","613","SQUAMISH LANE W","613 SQUAMISH LANE W","0211940","13","134","PLAN 0211940 BLOCK 13 LOT 134","391863",""
"CMP02073","COMPLIANCE","NEW","COMPLETED","3/15/2010 12:00:00 AM","","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","2010300210001","PARADISE CANYON","","21","CANYONCREST WAY W","21 CANYONCREST WAY W","0511482","4","5","PLAN 0511482 BLOCK 4 LOT 5","413647",""
"CMP02074","COMPLIANCE","NEW","COMPLETED","3/16/2010 12:00:00 AM","","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","4112312060001","ST EDWARDS","","1206","12C ST N","1206 12C ST N","4863IA","2","6,7","PLAN 4863IA BLOCK 2 LOT 6 AND THE NORTHERLY 2.25 FEET IN PERPENDICULAR WIDTH THROUGHOUT OF LOT 7
","312847",""
