FOLDERYEAR,LicenceRSN,LicenceNumber,LicenceRevisionNumber,BusinessName,BusinessTradeName,Status,IssuedDate,ExpiredDate,BusinessType,BusinessSubType,Unit,UnitType,House,Street,City,Province,Country,PostalCode,LocalArea,NumberofEmployees,FeePaid,ExtractDate,Geom,geo_point_2d
26,4835351,26-112769,00,Life Story Beauty Inc,,Issued,2025-12-11T17:40:15-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,2137,W 4TH AV,Vancouver,BC,CA,V6K 1N7,Kitsilano,4.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.153745854157, 49.2684059427313], ""type"": ""Point""}","49.2684059427313, -123.153745854157"
26,4835368,26-112786,00,Le Petit Spa Ltd,Le Petit Spa,Issued,2026-03-04T10:30:47-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,3080,W BROADWAY,Vancouver,BC,CA,V6K 2G9,Kitsilano,4.0,423.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.173427935377, 49.263895172031], ""type"": ""Point""}","49.263895172031, -123.173427935377"
26,4835369,26-112787,00,LA CLEF WELLNESS INC,La Clef Lounge and Mobile Services,Gone Out of Business,,,Beauty Services,Beauty and Wellness Centre,123,Unit,1208,HOMER ST,Vancouver,BC,CA,V6B 2Y5,Downtown,1.0,,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.123213733035, 49.274924913341], ""type"": ""Point""}","49.274924913341, -123.123213733035"
26,4835374,26-112792,00,Nailasting Salon and Spa Ltd,,Issued,2026-02-12T13:43:04-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,1244,Unit,1234,HORNBY ST,Vancouver,BC,CA,V6Z 1W2,Downtown,8.0,423.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.128350899437, 49.27793314955], ""type"": ""Point""}","49.27793314955, -123.128350899437"
26,4835375,26-112793,00,Silver Hair Salon Ltd,Song Hair Salon,Issued,2025-12-19T11:10:24-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,1578,KINGSWAY,Vancouver,BC,CA,V5N 2R9,Kensington-Cedar Cottage,2.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.071823759952, 49.2479532552457], ""type"": ""Point""}","49.2479532552457, -123.071823759952"
26,4835379,26-112797,00,Dr R J Kowalewski Inc,Mini Medi Spa,Issued,2025-11-17T15:57:05-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,104,Unit,1625,HORNBY ST,Vancouver,BC,CA,V6Z 2M2,Downtown,2.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.133773867535, 49.275110353581], ""type"": ""Point""}","49.275110353581, -123.133773867535"
26,4835381,26-112799,00,14532023 Canada Inc,Van Ink Academy,Issued,2026-01-13T16:41:50-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,901,Unit,750,W BROADWAY,Vancouver,BC,CA,V5Z 1H2,Fairview,6.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.121054317485, 49.2630145309513], ""type"": ""Point""}","49.2630145309513, -123.121054317485"
26,4835390,26-112808,00,1345721 BC LTD,Venus Skin & Laser Clinic Inc,Issued,2026-02-13T08:52:25-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,92,SMITHE ST,Vancouver,BC,CA,V6B 1M7,Downtown,3.0,423.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.115629922714, 49.2758281684172], ""type"": ""Point""}","49.2758281684172, -123.115629922714"
26,4835391,26-112809,00,(Katherine Nora Lukkarinen),LN Salon,Gone Out of Business,2026-01-13T23:05:05-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,3499,PORTER ST,Vancouver,BC,CA,V5N 4H2,Kensington-Cedar Cottage,1.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.066980524775, 49.2540106703016], ""type"": ""Point""}","49.2540106703016, -123.066980524775"
26,4835394,26-112812,00,Thi Mai H Nguyen (Thi Nguyen),Tipsy Salon,Issued,2026-01-02T10:48:34-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,3907,KNIGHT ST,Vancouver,BC,CA,V5N 3L8,Kensington-Cedar Cottage,3.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.076524427775, 49.2497467552277], ""type"": ""Point""}","49.2497467552277, -123.076524427775"
26,4835395,26-112813,00,1396344 BC Ltd,Lotus Beauty Spa,Issued,2025-11-16T17:42:47-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,5336,VICTORIA DRIVE,Vancouver,BC,CA,V5P 3V7,Kensington-Cedar Cottage,7.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.065035506264, 49.2364906952379], ""type"": ""Point""}","49.2364906952379, -123.065035506264"
26,4835398,26-112816,00,ADS Aesthetics Inc,My Skin Spot,Issued,2026-04-21T09:13:48-07:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,6565,VICTORIA DRIVE,Vancouver,BC,CA,V5P 3X8,Victoria-Fraserview,3.0,423.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.06617426391, 49.2246287956377], ""type"": ""Point""}","49.2246287956377, -123.06617426391"
26,4835413,26-112831,00,Gia Linh Laser & Skin Care Inc,,Issued,2025-12-31T00:01:50-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,2074,KINGSWAY,Vancouver,BC,CA,V5N 2T3,Kensington-Cedar Cottage,2.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.064333856643, 49.2444123690995], ""type"": ""Point""}","49.2444123690995, -123.064333856643"
26,4835419,26-112837,00,1370935 BC LTD,Rosie's Beauty Room,Issued,2025-11-25T14:09:16-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,7,Unit,1496,W 72ND AV,Vancouver,BC,CA,V6P 3C8,Marpole,1.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.140246281014, 49.2056285143967], ""type"": ""Point""}","49.2056285143967, -123.140246281014"
26,4835430,26-112848,00,Cannie Khal Li Liew (Cannie Liew),A Beauty Minimalist,Issued,2025-11-14T14:31:00-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,329,Unit,550,W BROADWAY,Vancouver,BC,CA,V5Z 0E9,Fairview,1.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.116555459207, 49.2629292228399], ""type"": ""Point""}","49.2629292228399, -123.116555459207"
26,4835431,26-112849,00,Ngoc Hai Nguyen (Ngoc Nguyen),Annie Nail Spa,Gone Out of Business,,,Beauty Services,Beauty and Wellness Centre,,,2303,KINGSWAY,Vancouver,BC,CA,V5R 5G8,Renfrew-Collingwood,6.0,,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.057598000099, 49.2419044716808], ""type"": ""Point""}","49.2419044716808, -123.057598000099"
26,4835443,26-112861,00,Long Tou Beauty Salon Inc,,Issued,2025-12-19T13:22:04-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,3353,FRASER ST,Vancouver,BC,CA,V5V 4C2,Riley Park,1.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.090382493616, 49.2552199899293], ""type"": ""Point""}","49.2552199899293, -123.090382493616"
26,4835447,26-112865,00,0971674 BC Ltd,Dtox Spa,Issued,2025-12-14T19:15:20-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,1780,MANITOBA ST,Vancouver,BC,CA,V5Y 0H1,Mount Pleasant,9.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.105816506268, 49.269549420288], ""type"": ""Point""}","49.269549420288, -123.105816506268"
26,4835528,26-112946,00,SUNSET NAILS & SPA LTD,Sunset Nails,Issued,2025-12-22T20:49:53-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,1713,DAVIE ST,Vancouver,BC,CA,V6G 1W5,West End,12.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.140363060165, 49.2866646815078], ""type"": ""Point""}","49.2866646815078, -123.140363060165"
26,4835531,26-112949,00,(Kareena Kamal),Citrine Beauty Boutique,Gone Out of Business,,,Beauty Services,Beauty and Wellness Centre,126,Unit,119,W PENDER ST,Vancouver,BC,CA,V6B 1S5,Downtown,1.0,,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.108180167369, 49.2814635430598], ""type"": ""Point""}","49.2814635430598, -123.108180167369"
26,4835532,26-112950,00,Alyssa Essential Beauty Inc,,Issued,2026-01-02T14:10:51-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,2419,KINGSWAY,Vancouver,BC,CA,V5R 5G8,Renfrew-Collingwood,3.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.055694305063, 49.2411167385458], ""type"": ""Point""}","49.2411167385458, -123.055694305063"
26,4835548,26-112966,00,(Mariia Sinkevych),MakeMeWow,Issued,2025-11-14T15:50:56-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,901,Unit,750,W BROADWAY,Vancouver,BC,CA,V5Z 1H2,Fairview,1.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.121054317485, 49.2630145309513], ""type"": ""Point""}","49.2630145309513, -123.121054317485"
26,4835559,26-112977,00,Glam & Glo Studio Ltd,Glam n Glo Studio,Issued,2025-11-14T15:02:27-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,215,Unit,2083,ALMA ST,Vancouver,BC,CA,V6R 4N6,West Point Grey,2.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.186381396543, 49.2682107732898], ""type"": ""Point""}","49.2682107732898, -123.186381396543"
26,4835568,26-112986,00,SPAHOLIC BEAUTY CORP.,Spaholic,Issued,2025-11-15T23:58:06-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,1,Unit,1040,W 8TH AV,Vancouver,BC,CA,V6H 1C4,Fairview,1.0,781.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.127686803464, 49.264075095669], ""type"": ""Point""}","49.264075095669, -123.127686803464"
26,4835571,26-112989,00,(Narinder Randhawa),Best Brow Spa,Issued,2026-02-17T16:40:15-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,106,Unit,950,W BROADWAY,Vancouver,BC,CA,V5Z 1K7,Fairview,1.0,423.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.125084409807, 49.2630677985769], ""type"": ""Point""}","49.2630677985769, -123.125084409807"
26,4835573,26-112991,00,SANJAB LASER CLINIC LTD.,,Issued,2026-01-13T10:51:47-08:00,2026-12-31,Beauty Services,,,,3749,W 10TH AVENUE,Vancouver,BC,,V6R 2G5,West Point Grey,2.0,587.0,2026-08-25T00:08:44-07:00,,
26,4835574,26-112992,00,(Trang Bui),Pure Nail Bar,Issued,2025-12-30T12:13:54-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,3739,RUPERT STREET,Vancouver,BC,,V5M 3W2,Renfrew-Collingwood,5.0,376.0,2026-08-25T00:08:44-07:00,,
26,4835579,26-112997,00,ROYAL LOOK BEAUTY STUDIO INC.,Ivory Skin Bar,Gone Out of Business,2026-01-10T15:32:04-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,3558,FRASER STREET,Vancouver,BC,,V5V 4C6,Kensington-Cedar Cottage,1.0,376.0,2026-08-25T00:08:44-07:00,,
26,4835584,26-113002,00,Jasmine Noir Beauty Inc,,Issued,2026-01-06T10:18:43-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,1892,KINGSWAY,Vancouver,BC,CA,V5N 2S7,Kensington-Cedar Cottage,1.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.06687205248, 49.2456428250418], ""type"": ""Point""}","49.2456428250418, -123.06687205248"
26,4835585,26-113003,00,Bom Hair Ltd,El Hair Salon,Issued,2025-11-14T14:49:13-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,1221,DAVIE ST,Vancouver,BC,CA,V6E 1N4,West End,3.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.133884220028, 49.2824747174825], ""type"": ""Point""}","49.2824747174825, -123.133884220028"
26,4835588,26-113006,00,BRISA SPA INC.,Brisa Spa,Issued,2026-03-06T13:26:28-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,1,Unit,1399,FOUNTAIN WAY COURT,Vancouver,BC,,V6H 4E6,Fairview,4.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.135092262621, 49.2680496336071], ""type"": ""Point""}","49.2680496336071, -123.135092262621"
26,4835592,26-113010,00,PREETIQ ESTHETICS LTD.,PREETIQ ESTHETICS,Issued,2025-12-19T14:56:32-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,521,W GEORGIA STREET,Vancouver,BC,,V6B 1Z5,Downtown,4.0,376.0,2026-08-25T00:08:44-07:00,,
26,4835594,26-113012,00,Nova Med Technologies Inc,SIx,Issued,2025-12-29T12:54:20-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,202,Unit,445,W 6TH AV,Vancouver,BC,CA,V5Y 1L3,Mount Pleasant,3.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.1138661235, 49.2659920732411], ""type"": ""Point""}","49.2659920732411, -123.1138661235"
26,4835598,26-113016,00,ARMANI NAIL BOUTIQUE LTD.,,Issued,2025-11-19T04:57:23-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,1135,W GEORGIA STREET,Vancouver,BC,,V6E 3G4,Downtown,8.0,376.0,2026-08-25T00:08:44-07:00,,
26,4835616,26-113034,00,Nulife Beauty Health Spa Ltd,,Issued,2026-01-13T15:02:29-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,3270,W BROADWAY,Vancouver,BC,CA,V6K 2H4,Kitsilano,2.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.176997390372, 49.2639631150333], ""type"": ""Point""}","49.2639631150333, -123.176997390372"
26,4835626,26-113044,00,Fantasy Hair Cut Ltd,Fantasy Cuts,Issued,2025-12-03T12:08:33-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,744,E BROADWAY,Vancouver,BC,CA,V5T 1X9,Mount Pleasant,4.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.08810218012, 49.2621533814524], ""type"": ""Point""}","49.2621533814524, -123.08810218012"
26,4835627,26-113045,00,Lash In Style Aesthetics Inc.,3D Lifestyle Aesthetics,Cancelled,,,Beauty Services,Beauty and Wellness Centre,,,3609,W 16TH AV,Vancouver,BC,CA,V6R 3C3,Kitsilano,8.0,,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.184578569897, 49.2582658993164], ""type"": ""Point""}","49.2582658993164, -123.184578569897"
26,4835629,26-113047,00,(Margarita Ojeda Garcia),,Issued,2025-11-20T09:42:46-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,2101,Unit,88,W PENDER STREET,Vancouver,BC,,V6B 6N9,Downtown,0.0,376.0,2026-08-25T00:08:44-07:00,,
26,4835653,26-113071,00,(Thi Thu Trang Tran),EZ NAIL SPA,Issued,2025-11-17T20:13:24-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,110,Unit,1877,MAIN STREET,Vancouver,BC,,V5T 3C1,Mount Pleasant,10.0,376.0,2026-08-25T00:08:44-07:00,,
26,4835663,26-113081,00,(YaoYao Jiang),Wow Beauty Co,Gone Out of Business,2026-02-03T15:32:15-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,101,Unit,3375,KINGSWAY,Vancouver,BC,CA,V5R 5K6,Renfrew-Collingwood,5.0,423.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.033158260264, 49.2331591256236], ""type"": ""Point""}","49.2331591256236, -123.033158260264"
26,4835664,26-113082,00,BEIGE NAILS & SPA INC.,,Issued,2025-11-14T14:38:13-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,275,Unit,2083,ALMA ST,Vancouver,BC,CA,V6R 4N6,West Point Grey,8.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.186381396543, 49.2682107732898], ""type"": ""Point""}","49.2682107732898, -123.186381396543"
26,4835669,26-113087,00,CITIZEN COLLECTIVE INC,Citizen Salon Studios,Issued,2026-01-13T14:31:02-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,160,Unit,1020,MAINLAND STREET,Vancouver,BC,,V6B 2T5,Downtown,40.0,376.0,2026-08-25T00:08:44-07:00,,
26,4835685,26-113103,00,(Paula Quigley),Paula Cox,Issued,2026-03-27T14:12:00-07:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,130,Unit,1628,W 1ST AVENUE,Vancouver,BC,,V6J 3B1,Fairview,1.0,423.0,2026-08-25T00:08:44-07:00,,
26,4835694,26-113112,00,VELODY VENTURES LTD.,Lily&Roo Nail Salon,Issued,2026-01-02T12:17:19-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,2575,W BROADWAY,Vancouver,BC,,V6K 2E9,Kitsilano,6.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.163583728845, 49.264294370928], ""type"": ""Point""}","49.264294370928, -123.163583728845"
26,4835695,26-113113,00,1490496 B.C. LTD,,Issued,2025-11-14T17:48:56-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,3347,KINGSWAY,Vancouver,BC,CA,V5R 0A7,Renfrew-Collingwood,5.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.034064679227, 49.2335737318824], ""type"": ""Point""}","49.2335737318824, -123.034064679227"
26,4835733,26-113151,00,GIRLFRIENDS BROW BAR INC.,,Issued,2025-12-08T12:19:12-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,1986,W 4TH AVENUE,Vancouver,BC,,V6J 1M5,Kitsilano,4.0,376.0,2026-08-25T00:08:44-07:00,,
26,4835737,26-113155,00,PANACEA KINGSWAY WELLNESS INC,Point Grey Medical Aesthetics,Issued,2026-01-06T16:57:48-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,120,Unit,4520,W 10TH AV,Vancouver,BC,CA,V6R 2J1,West Point Grey,4.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.209870444164, 49.2635658573002], ""type"": ""Point""}","49.2635658573002, -123.209870444164"
26,4835747,26-113165,00,ROXA AESTHETICS INC.,Roxa Aesthetics,Issued,2025-11-14T14:38:17-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,340,Unit,328,WATER STREET,Vancouver,BC,,V6B 1B6,Downtown,5.0,376.0,2026-08-25T00:08:44-07:00,,
26,4828752,26-106170,00,(Peter Smith),,Issued,2026-02-02T14:17:56-08:00,2026-12-31,General Contractor,,,,,,Vancouver,BC,,,Killarney,1.0,423.0,2026-08-25T00:08:44-07:00,,
26,4833763,26-111181,00,Canadian College of Shiatsu Therapy Inc,,Issued,2025-11-21T15:21:16-08:00,2026-12-31,Business - Vocational Instruction,,116,Unit,1058,Mainland St,Vancouver,BC,CA,,Downtown,3.0,277.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.120093418192, 49.2755430466569], ""type"": ""Point""}","49.2755430466569, -123.120093418192"
26,4833804,26-111222,00,Lifemark Health Corp,Lifemark Health - OT Consulting,Issued,2025-12-01T13:39:10-08:00,2026-12-31,Business - Vocational Instruction,,,,3438,LOUGHEED HIGHWAY,Vancouver,BC,CA,V5M 2A4,Renfrew-Collingwood,29.0,277.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.029129211369, 49.2623594437354], ""type"": ""Point""}","49.2623594437354, -123.029129211369"
26,4833853,26-111271,00,Cherry Blossom Medical Beauty Centre Ltd,,Issued,2026-01-02T13:51:00-08:00,2026-12-31,Business - Vocational Instruction,,,,2273,W 41ST AV,Vancouver,BC,CA,V6M 2A3,Arbutus-Ridge,5.0,277.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.158928769057, 49.2349194758345], ""type"": ""Point""}","49.2349194758345, -123.158928769057"
26,4833860,26-111278,00,Coast Medical Training Incorporated,Coast Wilderness Medical Training,Issued,2025-11-17T11:24:13-08:00,2026-12-31,Business - Vocational Instruction,,209,Unit,8168,GRANVILLE ST,Vancouver,BC,CA,V6P 4Z4,Marpole,10.0,277.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.140028432622, 49.2114901571015], ""type"": ""Point""}","49.2114901571015, -123.140028432622"
26,4834069,26-111487,00,Noam Gagnon's Wellness Center Beyond Pilates Inc,,Issued,2025-11-21T16:20:46-08:00,2026-12-31,Sport and Fitness Instruction,,100,Unit,1727,W BROADWAY,Vancouver,BC,CA,V6J 4W6,Fairview,1.0,277.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.144249988032, 49.263980782002], ""type"": ""Point""}","49.263980782002, -123.144249988032"
26,4834092,26-111510,00,HSH Health And Wellness Corp,,Issued,2026-01-06T13:13:25-08:00,2026-12-31,Sport and Fitness Instruction,,107,Unit,950,W BROADWAY,Vancouver,BC,CA,V5Z 1K7,Fairview,2.0,277.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.125084409807, 49.2630677985769], ""type"": ""Point""}","49.2630677985769, -123.125084409807"
26,4834146,26-111564,00,SAMADHI SHALA WELLNESS INC,Samadhi Shala,Inactive,2026-01-15T11:19:08-08:00,2026-12-31,Sport and Fitness Instruction,,,,,,Vancouver,BC,CA,,West End,2.0,277.0,2026-08-25T00:08:44-07:00,,
26,4834207,26-111625,00,Original Yin Wellness Centre Inc,Original Yin Qi Gong Gym,Issued,2025-11-14T15:26:35-08:00,2026-12-31,Fitness Centre,Fitness Centre - Class 1,,,434,W 8TH AV,Vancouver,BC,CA,V5Y 1N9,Mount Pleasant,1.0,277.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.113439414211, 49.2636713794288], ""type"": ""Point""}","49.2636713794288, -123.113439414211"
26,4834256,26-111674,00,Better Bodies Health Solutions Inc,Better Bodies,Issued,2025-11-19T11:49:09-08:00,2026-12-31,Fitness Centre,Fitness Centre - Class 1,,,2060,W BROADWAY,Vancouver,BC,CA,V6J 1Z4,Kitsilano,6.0,277.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.151492784589, 49.2634862210514], ""type"": ""Point""}","49.2634862210514, -123.151492784589"
26,4834299,26-111717,00,Coast Performance Rehabilitation Kitsilano Inc,,Issued,2026-01-06T09:14:48-08:00,2026-12-31,Fitness Centre,Fitness Centre - Class 2,,,2620,ARBUTUS ST,Vancouver,BC,CA,V6J 5L8,Kitsilano,13.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.152696773982, 49.2625878317718], ""type"": ""Point""}","49.2625878317718, -123.152696773982"
26,4834344,26-111762,00,JS Program Fitness & Health Ltd,The Program Fitness,Issued,2025-12-18T10:41:56-08:00,2026-12-31,Fitness Centre,Fitness Centre - Class 2,,,747,GORE AV,Vancouver,BC,CA,V6A 2Z9,Strathcona,2.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.097210860245, 49.2778683114332], ""type"": ""Point""}","49.2778683114332, -123.097210860245"
26,4834349,26-111767,00,Iron Crush Health Ltd,F45 Sunrise East Village,Issued,2026-01-08T13:38:34-08:00,2026-12-31,Fitness Centre,Fitness Centre - Class 2,,,2841,E HASTINGS ST,Vancouver,BC,CA,V5K 2A1,Hastings-Sunrise,8.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.046084334145, 49.2814073141589], ""type"": ""Point""}","49.2814073141589, -123.046084334145"
26,4834352,26-111770,00,Casa Copal Yoga & Wellness Inc,,Issued,2025-12-01T14:54:42-08:00,2026-12-31,Fitness Centre,Fitness Centre - Class 2,,,2291,W BROADWAY,Vancouver,BC,CA,V6K 2E4,Kitsilano,0.0,376.0,2026-08-25T00:08:44-07:00,"{""coordinates"": [-123.157016844869, 49.2641919231853], ""type"": ""Point""}","49.2641919231853, -123.157016844869"
26,4833650,26-111068,00,PASTA BOY PETER INC.,,Issued,2025-11-18T15:57:14-08:00,2026-12-31,Arts and Creative Instruction,,,,,,Vancouver,BC,,,Fairview,1.0,277.0,2026-08-25T00:08:44-07:00,,
26,4833653,26-111071,00,PETIT ARCHITECT DESIGN FOR KIDS LTD.,Petit Architect,Issued,2025-11-19T04:01:32-08:00,2026-12-31,Arts and Creative Instruction,,,,,,Vancouver,BC,,,Kitsilano,1.0,277.0,2026-08-25T00:08:44-07:00,,
26,4830674,26-108092,00,Peter H Schalke (Peter Schalke),,Issued,2025-12-18T13:19:42-08:00,2026-12-31,Trade Contractor,,,,,,Vancouver,BC,CA,,Fairview,1.0,376.0,2026-08-25T00:08:44-07:00,,
26,4958382,26-214802,00,EAST VANCOUVER DENTURE CLINIC INC.,Ziaee Denture Clinic,Issued,2026-03-25T13:28:43-07:00,2026-12-31,Health Care Facility,,,,2677,KINGSWAY,Vancouver,BC,,V5R 5H4,Renfrew-Collingwood,4.0,285.0,2026-08-25T00:08:47-07:00,"{""coordinates"": [-123.050466419787, 49.2386694125223], ""type"": ""Point""}","49.2386694125223, -123.050466419787"
26,4958739,26-215146,00,(Jianbin Qiu),MOONFLOW COUNSELLING,Issued,2026-03-31T15:45:09-07:00,2026-12-31,Health Care Professionals and Services,,,,,,Vancouver,BC,,,Sunset,1.0,308.0,2026-08-25T00:08:47-07:00,,
26,4958740,26-215147,00,(Christopher Hillman),Family Physician,Issued,2026-03-27T08:23:51-07:00,2026-12-31,Health Care Professionals and Services,,,,8675,GRANVILLE ST,Vancouver,BC,,V6P 5A3,Marpole,1.0,308.0,2026-08-25T00:08:47-07:00,"{""coordinates"": [-123.140995458127, 49.2073848156017], ""type"": ""Point""}","49.2073848156017, -123.140995458127"
26,4958742,26-163858,01,(Alex Chan),,Pending,,,Health Care Professionals and Services,,,,2221,W BROADWAY,Vancouver,BC,,V6K 2E4,Kitsilano,1.0,,2026-08-25T00:08:47-07:00,"{""coordinates"": [-123.155865102343, 49.2641707427452], ""type"": ""Point""}","49.2641707427452, -123.155865102343"
26,4958757,26-215160,00,(YI XIN ZHANG),,Issued,2026-03-27T08:23:30-07:00,2026-12-31,Health Care Professionals and Services,,,,878,HAMILTON ST,Vancouver,BC,,V6B 6A2,Downtown,1.0,285.0,2026-08-25T00:08:47-07:00,"{""coordinates"": [-123.116209372786, 49.278326323664], ""type"": ""Point""}","49.278326323664, -123.116209372786"
26,4958794,26-215195,00,(Hooi Yee Low),AMITABHA HEALING THERAPY,Cancelled,,,Health Enhancement Services,Therapeutic Touch Technique,,,,,Vancouver,BC,,,Riley Park,1.0,77.0,2026-08-25T00:08:47-07:00,,
26,4959656,26-216046,00,(Samantha O'Connell),Sam O'Connell Therapy,Issued,2026-03-30T11:44:18-07:00,2026-12-31,Health Care Professionals and Services,,202,Unit,1651,COMMERCIAL DRIVE,Vancouver,BC,,V5L 3Y3,Grandview-Woodland,1.0,285.0,2026-08-25T00:08:47-07:00,"{""coordinates"": [-123.070347971153, 49.2698637023505], ""type"": ""Point""}","49.2698637023505, -123.070347971153"
26,4959671,26-216061,00,(Thi Thu Ha Nguyen),MOSS&MANIS,Issued,2026-04-02T09:10:59-07:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,320,Unit,736,GRANVILLE ST,Vancouver,BC,,V6Z 1G3,Downtown,1.0,359.0,2026-08-25T00:08:47-07:00,"{""coordinates"": [-123.118522373666, 49.2818433477786], ""type"": ""Point""}","49.2818433477786, -123.118522373666"
